CLUSTER,Post_DFGM,MidRange_DFGM,Perimeter_DFGM,Total_DFGM
1,3.173333333333333,1.0566666666666669,1.4933333333333336,5.723333333333333
2,2.4469387755102043,0.7877551020408164,1.204081632653061,4.438775510204081
3,1.2184210526315786,0.6078947368421053,1.4631578947368422,3.289473684210526
4,1.2513513513513514,0.47027027027027013,1.17972972972973,2.9013513513513516
5,2.0344827586206895,0.7241379310344829,1.7931034482758619,4.551724137931035
6,2.0104166666666665,0.6645833333333334,1.7770833333333336,4.452083333333333
7,1.0951219512195123,0.5536585365853657,1.1951219512195126,2.8439024390243905
8,1.7464285714285717,0.682142857142857,1.9857142857142858,4.414285714285715
9,1.7176470588235297,0.803921568627451,2.0588235294117645,4.580392156862745
