CLUSTER,PTS,FG%,3P%,AST,STL,BLK,TREB
1,14.476666666666667,49.41666666666666,30.58333333333333,2.263333333333333,0.68,0.9866666666666667,8.323333333333332
2,8.312244897959184,56.60612244897957,14.587755102040816,1.2775510204081633,0.5612244897959183,0.8244897959183671,6.061224489795919
3,10.115789473684208,42.678947368421056,37.41315789473684,1.765789473684211,0.5552631578947369,0.18421052631578946,2.4421052631578943
4,6.164864864864865,43.93108108108108,33.0945945945946,1.3527027027027028,0.6324324324324321,0.31756756756756765,2.9527027027027035
5,8.27241379310345,41.09655172413793,34.85172413793103,1.3655172413793104,0.8241379310344829,0.603448275862069,4.248275862068965
6,13.647916666666662,45.23125000000001,36.33333333333333,1.8499999999999999,0.7749999999999999,0.4791666666666668,4.885416666666665
7,6.209756097560975,39.65853658536586,30.787804878048775,2.439024390243902,0.5073170731707318,0.2121951219512195,2.3487804878048784
8,21.574999999999996,46.45357142857143,32.753571428571426,5.9750000000000005,1.1642857142857144,0.47500000000000003,5.607142857142857
9,13.084313725490192,43.872549019607845,34.7764705882353,4.545098039215689,1.0980392156862744,0.38235294117647056,4.035294117647058
